,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
681,least eight people killed 24 injured shootings weekend chicago police data show citys deadliest memorial day weekend four years despite stayathome orders,616.0,1300.0,1,1,3
682,world health organization temporarily halts studying hydroxychloroquine potential covid19 treatment safety concerns,979.0,2800.0,1,0,3
683,president trump rails north carolina gov roy cooper saying 2020 republican national convention move arena cant filled capacity,1000.0,1800.0,1,1,3
684,japans state emergency end across whole country monday night prime minister shinzo abe says follow live updates,250.0,858.0,1,0,0
685,republican national committee sues california halt votebymail november election,750.0,1400.0,1,1,3
686,federal judge rules former felons state florida cant barred voting still owe court fines fees,1000.0,4700.0,1,1,2
687,20yearold man accused beating 75yearold man detroit nursing home pleads guilty assault,442.0,872.0,1,1,3
688,professional sports new york open training camps gov andrew cuomo says,306.0,1100.0,1,1,1
689,uk prime minister boris johnson refuses fire chief adviser reported lockdown breach despite mounting pressure,135.0,452.0,1,0,0
690,foreign athletes multiple pro sports leagues exempt restrictions travel us coronavirus pandemic acting dhs secretary says,338.0,690.0,1,0,2
691,125 moscows residents estimated antibody coronavirus citys health authorities say,212.0,663.0,1,0,1
692,president trump participate memorial day wreath laying ceremony monday arlington national cemetery white house says,185.0,767.0,1,1,3
693,ohio woman missing since sunday found highland county sheriff says left free,125.0,832.0,1,1,1
694,president trump seen golfing virginia club today marking first visit one golf properties since march,875.0,2300.0,1,1,3
695,police florida arrested charged woman death 9yearold son say falsely accused two black men abducting,940.0,1700.0,1,1,3
696,nevada gov steve sisolak said hopes allow states casinos closed since march 17 reopen june 4,145.0,457.0,1,0,1
697,basketball legend current georgetown mens coach patrick ewing says tested positive covid19,331.0,777.0,1,0,1
698,oklahoma fire captain arrested hes accused robbing two banks stealing nearly 320000,339.0,795.0,1,1,2
699,least 76 bodies recovered crash pakistan international airline jet karachi officials say airline said 99 people board,621.0,1100.0,1,0,1
700,fbi director christopher wray orders internal review michael flynn investigation,152.0,621.0,1,1,1
701,president trump donate 100000 salary quarter department health human services help develop therapies treating preventing covid19 press secretary says,493.0,2200.0,1,0,3
702,modernas stock price skyrocketed much 30 biotech company announced promising early results coronavirus vaccine two top executives dumped nearly 30 million stocks,559.0,740.0,1,1,2
703,us ready approve new arms deal uae despite evidence gulf state broke last one supplying rebels civil war,179.0,352.0,1,1,1
704,trump says places worship essential must immediately open says hell override governors resist,1400.0,3300.0,0,0,3
705,actress lori loughlin fashion designer husband mossimo giannulli formally plead guilty conspiracy charges roles college admissions scam,148.0,544.0,0,0,1
706,longtime utah jazz head coach jerry sloan led team finals twice ranks third among nba coaches alltime wins list dead 78,183.0,595.0,1,1,0
707,travelers uk required selfisolate 14 days beginning june 8,232.0,493.0,0,0,0
708,tsa says 300000 people passed airport security checkpoints thursday first time happened since march follow live updates,222.0,623.0,1,0,0
709,seriously ill covid19 patients treated drug touted trump higher risk dying hospital large hydroxychloroquine study finds,1300.0,2900.0,1,0,3
710,children slain saudi journalist jamal khashoggi publicly forgive fathers killers sparing five government agents death penalty fiancée hatice cengiz tweeted disapproval pardon,307.0,693.0,1,1,2
711,trump calls columbia university report predicted would fewer us deaths earlier social distancing political hit job,332.0,909.0,1,0,3
712,trump administration preparing withdraw major arms treaty designed reduce risk military miscalculations could lead war,688.0,965.0,1,1,3
713,actress lori loughlin husband mossimo giannulli agree plead guilty conspiracy charges connection college admissions scandal,283.0,1100.0,1,1,2
714,gunman naval air station corpus christi neutralized reports shooting placed base lockdown us navy says,291.0,513.0,1,1,1
715,another 24 million americans filed firsttime unemployment claims last week bringing total 386 million since midmarch,535.0,1000.0,1,1,1
716,british health care workers taking part global clinical trial test effectiveness antimalarial drugs chloroquine hydroxychloroquine coronavirus,206.0,493.0,1,0,1
717,global coronavirus cases surpassed 5 million according johns hopkins university data,371.0,733.0,1,1,1
718,least two people shot westgate entertainment center shopping complex glendale arizona police say,1000.0,1000.0,1,1,2
719,peru surpassed 100000 confirmed coronavirus cases countrys ministry health says peru second brazil highest number coronavirus cases latin america,301.0,514.0,1,0,0
720,ncaa announced division football mens womens basketball players participate oncampus voluntary athletic activities beginning june 1 follow live updates,220.0,610.0,1,0,0
721,reports largest singleday increase cases since outbreak began almost twothirds new diagnoses four countries,674.0,1300.0,1,0,3
722,supreme court temporarily blocked release mueller grand jury material democraticled house representatives,322.0,644.0,1,1,3
723,italy start reopening airports beginning june 3 follow live updates,319.0,834.0,1,0,0
724,us stocks open higher rebounding prior days session follow live updates,77.0,237.0,1,1,0
725,purdue universitys president says professors teach behind plexiglas fall,605.0,537.0,1,0,1
726,cyclone amphan makes landfall near border india bangladesh sustained winds 160 kph follow live updates,131.0,239.0,1,0,0
727,50 us states partially reopened despite warnings health officials,504.0,950.0,1,0,2
728,dutch authorities believe mink may infected human covid19,288.0,529.0,1,0,2
729,michigan gov gretchen whitmer declared state emergency one county two dams failed area following heavy rains flash floods across state,417.0,1100.0,1,1,1
730,texas federal judge rules voters including afraid catching novel coronavirus request absentee mailin ballots due pandemic,973.0,3900.0,1,1,2
731,brazil recorded highest number coronavirus deaths cases one day according countrys health ministry,237.0,514.0,1,0,0
732,hungary banned people legally changing gender move rights groups said could lead intolerance discrimination lgbtq community country,308.0,677.0,1,1,2
733,president trump says considering travel ban latin america called high number us covid19 cases “badge honor” means us testing people,559.0,1000.0,1,0,3
734,federal judge allowing fraud suit president trump three eldest children company proceed,1400.0,6300.0,1,1,3
735,retail delaware partially reopen tomorrow certain guidelines governor says,54.0,181.0,1,0,0
736,belmont stakes set take place without spectators june 20 historic first first leg triple crown,204.0,640.0,1,1,0
737,christian evangelist ravi zacharias dies home atlanta,163.0,622.0,1,1,2
738,university kentucky fires entire cheerleading coaching staff investigation alleged inappropriate conduct including hazing public nudity team 24 national championships past 35 years,581.0,1200.0,1,1,2
739,ken osmond best known role troublemaker eddie haskell leave beaver died son said 76,272.0,891.0,1,1,0
740,president trump says taking hydroxychloroquine even though several recent studies show drug ineffective coronavirus may even harmful,1400.0,3200.0,1,1,3
741,90000 deaths coronavirus us 15 million cases count johns hopkins university shows,383.0,629.0,1,0,1
742,navajo nation – spanning part three states – surpasses new york new jersey highest percapita coronavirus infection rate us,524.0,589.0,1,1,0
743,dow sp 500 finished 3 posted biggest gains six weeks,64.0,299.0,0,0,0
744,secretary state mike pompeo refused cooperate watchdog investigation 8 billion arms sale saudi arabia source says,814.0,1500.0,1,1,3
745,jcpenney plans close nearly 200 stores year 50 stores next year part bankruptcy plan turn around business,195.0,389.0,1,1,0
746,minnesota reported nine new coronavirus deaths today lowest number two weeks state health department data show stayathome order expired today,147.0,702.0,0,0,0
747,office depot stock surged today announcing friday closing stores laying 13000 employees onethird workforce,339.0,417.0,1,0,1
