,tweets_Text,has_image,has_Link,tweets_ResponseCategory
3185,two chinese intelligence officers charged united states justice department trying steal details type jet engine technology usbased companies,0,0,1
3186,two people killed two injured fiery helicopter crash northern new york state police trooper said,1,0,1
3187,director google x resigned following last weeks new york times report claimed sexually harassed job applicant,1,0,1
3188,president trump pittsburgh meet victims synagogue massacre despite objections local officials timing trip follow live updates,1,0,2
3189,justice department investigating interior secretary ryan zinke possibly using office personal gain sources say,1,0,2
3190,notorious mob boss james whitey bulger killed west virginia prison officials say serving life sentence litany crimes,1,0,2
3191,indonesia orders inspection 12 boeing 737 max 8 planes belonging national commercial airlines deadly lion air flight 610 crash,1,0,0
3192,trump says hell sign order end citizenship babies born us noncitizens unclear authority,1,0,2
3193,pollution climate change manmade factors caused rapid decline 4000 animal species since 1970 world wildlife fund says,1,0,2
3194,93 children breathe air polluted puts development possibly lives serious risk says,1,0,1
3195,new lawsuit claims president donald trump adult children made millions investment scams,1,0,2
3196,pipe bomb suspect cesar sayoc intended send packages “more 100 people” officials tell cnn least 15 discovered,1,0,1
3197,us restricts exports statebacked chinese semiconductor company national security risks commerce department says,1,0,1
3198,female suicide bomber strikes center tunisias capital tunis injuring nine people interior ministry says eight injured security personnel ministry says bomber person killed,1,0,1
3199,third suspicious package addressed cnn found atlanta similar appearance last weeks mail bombs,1,0,1
3200,us military releases american citizen suspected isis held iraq year two us officials say,1,0,0
3201,least six bodies recovered lion air flight carrying 189 people crashed sea minutes takeoff jakarta follow live updates,1,0,1
3202,german chancellor angela merkel says seek reelection 2021 dominated european politics past 13 years,1,0,2
3203,boston red sox win world series 51 victory la dodgers game 5 fourth championship 15 years,1,1,1
3204,lion air passenger flight jakarta pangkal pinang crashed indonesia’s national search rescue agency says,0,0,1
3205,brazil elects farright candidate jair bolsonaro president violent polarizing campaign included bolsonaro stabbed,1,0,2
3206,english soccer team leicester city says billionaire owner four people died helicopter crashed outside stadium saturday,1,0,1
3207,ibm buying open software company red hat 34 billion deal could reshape cloud computing,1,0,0
3208,brazilians cast ballots sunday farright candidate jair bolsonaro leads polls,1,0,1
3209,suspect pittsburgh synagogue killings faces 29 federal counts including 11 murder counts multiple counts hate crimes,1,0,1
3210,suspect pittsburgh synagogue mass shooting wrote social media jews helping transport members latin american migrant caravans,1,0,2
3211,pittsburgh synagogue mass shooting left 11 people dead six injured officials say assault rifle three handguns found scene,1,0,1
3212,president donald trump says hold political rally illinois planned tonight mass shooting pittsburgh synagogue,0,0,2
3213,least 10 people killed mass shooting pittsburgh synagogue jewish sabbath city officials say,0,0,1
3214,alleged synagogue gunman frequently posted jewish people social media todays shooting wrote im going,1,0,1
3215,president trump says staff considering cancelling planned campaign rally tonight illinois,1,0,2
3216,man police say opened fire killing multiple people pittsburgh synagogue identified robert bowers,1,0,2
3217,pittsburgh synagogue shooter made antijewish comments incident law enforcement official says,1,0,1
3218,authorities responding shooting near synagogue pittsburgh police official reports multiple casualties tells neighbors stay inside,1,0,2
3219,turkey seeking extradition 18 saudis killing journalist jamal khashoggi saudi foreign minister adel aljubeir indicates request denied,1,0,1
3220,los angeles dodgers defeated boston red sox longest game mlb postseason history max muncy hit solo home run 18th inning game 3 world series give dodgers 32 win,1,0,0
3221,officials investigating suspicious package intercepted burlingame california addressed billionaire democratic donor tom steyer law enforcement source says,0,0,1
3222,turkey seeking extradition 18 saudis killing journalist jamal khashoggi saudi foreign minister adel aljubeir indicates request denied,1,0,1
3223,los angeles dodgers defeated boston red sox longest game mlb postseason history max muncy hit solo home run 18th inning game 3 world series give dodgers 32 win,1,0,0
3224,officials investigating suspicious package intercepted burlingame california addressed billionaire democratic donor tom steyer law enforcement source says,0,0,1
3225,megyn kellys show nbc canceled,1,0,2
3226,law enforcement sources identify man arrested connection suspected bombs cesar sayoc follow updates,1,0,2
3227,watch live president trump gives statement investigation suspected package bombs scheduled white house event,0,0,1
3228,suspect arrested connection suspicious packages 50s criminal history law enforcement source says arrested business plantation florida,1,0,2
3229,federal authorities arrest man connection packages containing suspected explosives multiple law enforcement sources say,1,0,1
3230,suspicious package found nyc postal facility addressed former intel director james clapper cnn official says follow live updates,1,0,0
3231,suspicious package addressed sen cory booker found florida police investigating one similar others nyc post office follow live updates,1,0,1
3232,investigators believe packages containing explosive devices may originated florida,1,0,2
3233,authorities find two packages addressed former vice president biden similar appearance others found follow live updates,1,0,2
3234,authorities believe theyve found package sent former vice president joe biden thats considered suspicious sources previously told cnn package misaddressed returned sender,1,0,2
3235,saudi arabia admits jamal khashoggis killing premeditated latest official version events follows new information turkey,1,0,2
3236,president blasts mainstream media day cnn trump critics targeted follow live updates suspicious package deliveries,1,0,2
3237,police investigating suspicious package received address associated filmmaker robert de niro,0,0,2
3238,three neonazi suspects arrested charged connection attacks rallies including deadly unite right rally charlottesville virginia,1,0,2
3239,multiple people shot kroger jeffersontown kentucky local media says suspect custody,1,0,1
3240,miamidade police department says responding new suspicious package addressed rep debbie wassermanschultz,1,0,1
